Time [s], Analyzer Name, Decoded Protocol Result
4.015840660000000,TX,0xA0
4.015927510000000,TX,0x07
4.016014360000000,TX,0x0B
4.016101210000000,TX,0x02
4.016188060000000,TX,0x04
4.016274900000000,TX,0x00
4.016361750000000,TX,0x00
4.016448600000000,TX,0x00
4.016535450000000,TX,0x00
4.016622300000000,TX,0x03
4.016709150000000,TX,0x07
4.016795990000000,TX,0xA0
4.016882840000000,TX,0x07
4.016969690000000,TX,0x0B
4.017056540000000,TX,0x02
4.017143390000000,TX,0x03
4.017230240000000,TX,0x00
4.017317080000000,TX,0x00
4.017403930000000,TX,0x00
4.017490780000000,TX,0x00
4.017577630000000,TX,0x04
4.017664480000000,TX,0x07
4.017751320000000,TX,0xA0
4.017838170000000,TX,0x07
4.017925020000000,TX,0x0B
4.018011870000000,TX,0x02
4.018098720000000,TX,0x00
4.018185570000000,TX,0x00
4.018272410000000,TX,0x01
4.018359260000000,TX,0x00
4.018446110000000,TX,0x00
4.018532960000000,TX,0xFF
4.018619810000000,TX,0x0B
4.018706660000000,TX,0xA0
4.018793500000000,TX,0x07
4.018880350000000,TX,0x0B
4.018967200000000,TX,0x02
4.019054050000000,TX,0x1F
4.019140900000000,TX,0x10
4.019227750000000,TX,0x00
4.019314590000000,TX,0x00
4.019401440000000,TX,0x00
4.019488290000000,TX,0xFF
4.019575140000000,TX,0x07
4.019661990000000,TX,0xA0
4.019748840000000,TX,0x0E
4.019835680000000,TX,0x01
4.019922530000000,TX,0x00
4.020009380000000,TX,0x02
4.020096230000000,TX,0x00
13.519160200000000,RX,0x00 (framing error)
14.047043540000001,RX,0x20
14.047147539999999,RX,0x01
14.047242870000000,RX,0x01
14.047338209999999,RX,0x01
14.047433540000000,RX,0x00
14.794096290000001,RX,0x20
14.794191619999999,RX,0x17
14.794286960000001,RX,0x03
14.794382290000000,RX,0x07
14.794477629999999,RX,0x00
14.794572960000000,RX,0x15
14.794668290000001,RX,0x02
14.794763630000000,RX,0x01
14.794858959999999,RX,0x06
14.794954290000000,RX,0x11
14.795049629999999,RX,0x07
14.795144960000000,RX,0xE4
14.795240300000000,RX,0xBA
14.795344300000000,RX,0x94
14.795439630000001,RX,0xC3
14.795534959999999,RX,0xC9
14.795630299999999,RX,0xB7
14.795725630000000,RX,0xCD
14.795820969999999,RX,0xB0
14.795916300000000,RX,0x9B
14.796011630000001,RX,0x48
14.796106970000000,RX,0x7A
14.796202299999999,RX,0x43
14.796297630000000,RX,0x8A
14.796392969999999,RX,0xE5
14.796488300000000,RX,0x5A
14.796583640000000,RX,0x19
14.798698310000001,RX,0x20
14.798793650000000,RX,0x21
14.798888979999999,RX,0x03
14.798984310000000,RX,0x07
14.799079649999999,RX,0x01
14.799174980000000,RX,0x1F
14.799270310000001,RX,0x1E
14.799365650000000,RX,0xFF
14.799460979999999,RX,0x35
14.799556320000001,RX,0x37
14.799651649999999,RX,0xE4
14.799746980000000,RX,0x01
14.799842320000000,RX,0xFF
14.799937650000000,RX,0xFF
14.800032979999999,RX,0xFF
14.800128320000001,RX,0xFF
14.800223650000000,RX,0xFF
14.746104730000001,TX,0xFF
14.746191580000000,TX,0x0B
14.746295800000000,TX,0xA0
14.746400010000000,TX,0x07
14.746504229999999,TX,0x0B
14.746608450000000,TX,0x02
14.746712670000001,TX,0x1F
14.746816890000000,TX,0x10
14.746921100000000,TX,0x00
14.747025320000001,TX,0x00
14.747129540000000,TX,0x00
14.747216390000000,TX,0xFF
14.747320609999999,TX,0x07
14.747424820000001,TX,0xA0
14.747529040000000,TX,0x0E
14.747633260000001,TX,0x01
14.747737480000000,TX,0x00
14.747841700000000,TX,0x02
14.747945910000000,TX,0x00
14.748050129999999,TX,0x04
14.748154350000000,TX,0x00
14.748258570000001,TX,0x01
14.748362790000000,TX,0x00
14.748467000000000,TX,0x5A
14.748571220000001,TX,0x09
14.748675440000000,TX,0x00
14.748779660000000,TX,0x00
14.748883879999999,TX,0x00
14.748988089999999,TX,0x00
14.749092310000000,TX,0x01
14.749196530000001,TX,0x00
14.749300750000000,TX,0xA0
14.749404970000001,TX,0x00
14.749509180000000,TX,0x01
14.749613399999999,TX,0x04
14.794096290000001,RX,0x20
14.794191619999999,RX,0x17
14.794286960000001,RX,0x03
14.794382290000000,RX,0x07
14.794477629999999,RX,0x00
14.794572960000000,RX,0x15
14.794668290000001,RX,0x02
14.794763630000000,RX,0x01
14.794858959999999,RX,0x06
14.794954290000000,RX,0x11
14.795049629999999,RX,0x07
14.795144960000000,RX,0xE4
14.795240300000000,RX,0xBA
14.795344300000000,RX,0x94
14.795439630000001,RX,0xC3
14.795534959999999,RX,0xC9
14.795630299999999,RX,0xB7
14.795725630000000,RX,0xCD
14.795820969999999,RX,0xB0
14.795916300000000,RX,0x9B
14.796011630000001,RX,0x48
14.796106970000000,RX,0x7A
14.796202299999999,RX,0x43
14.796297630000000,RX,0x8A
14.796392969999999,RX,0xE5
14.796488300000000,RX,0x5A
14.796583640000000,RX,0x19
14.796797180000000,TX,0x20
14.796901399999999,TX,0x02
14.797005620000000,TX,0x03
14.797109830000000,TX,0x07
14.797214049999999,TX,0x00
14.797318270000000,TX,0x00
14.798698310000001,RX,0x20
14.798793650000000,RX,0x21
14.798888979999999,RX,0x03
14.798984310000000,RX,0x07
14.799079649999999,RX,0x01
14.799174980000000,RX,0x1F
14.799270310000001,RX,0x1E
14.799365650000000,RX,0xFF
14.799460979999999,RX,0x35
14.799556320000001,RX,0x37
14.799651649999999,RX,0xE4
14.799746980000000,RX,0x01
14.799842320000000,RX,0xFF
14.799937650000000,RX,0xFF
14.800032979999999,RX,0xFF
14.800128320000001,RX,0xFF
14.800223650000000,RX,0xFF
14.800318989999999,RX,0xFF
14.800414320000000,RX,0x10
14.800509650000000,RX,0x20
14.800604990000000,RX,0x20
14.800700320000001,RX,0x20
14.800795660000000,RX,0x20
14.800890989999999,RX,0x20
14.800986320000000,RX,0x53
14.801081659999999,RX,0x49
14.801176990000000,RX,0x4C
14.801272320000001,RX,0x49
14.801367660000000,RX,0x43
14.801462989999999,RX,0x4F
14.801558330000001,RX,0x4E
14.801653659999999,RX,0x20
14.801748990000000,RX,0x4C
14.801844330000000,RX,0x41
14.801939660000000,RX,0x42
14.802034989999999,RX,0x20
14.802130330000001,RX,0x20
14.802344919999999,TX,0x20
14.802449140000000,TX,0x02
14.802553359999999,TX,0x03
14.802657580000000,TX,0x07
14.802761800000001,TX,0x00
14.802848640000001,TX,0x00
14.803031669999999,RX,0x20
14.803127000000000,RX,0x05
14.803222330000001,RX,0x03
14.803317670000000,RX,0x04
14.803413000000001,RX,0x00
14.803508330000000,RX,0x08
14.803603669999999,RX,0x00
14.803699000000000,RX,0x08
14.803794340000000,RX,0x07
14.803985380000000,TX,0x20
14.804089599999999,TX,0x02
14.804193820000000,TX,0x03
14.804298030000000,TX,0x04
14.804402250000001,TX,0x00
14.804506470000000,TX,0x00
14.804687010000000,RX,0x20
14.804782339999999,RX,0x02
14.804877670000000,RX,0x03
14.804973009999999,RX,0x01
14.805068340000000,RX,0x04
14.805163670000001,RX,0x02
14.805364950000000,TX,0x20
14.805469170000000,TX,0x02
14.805573389999999,TX,0x03
14.805677610000000,TX,0x01
14.805781820000000,TX,0x00
14.805886040000001,TX,0x00
14.806065009999999,RX,0x20
14.806160350000001,RX,0x00
14.806255680000000,RX,0x01
14.806351010000000,RX,0x03
14.806582290000000,TX,0x20
14.806686510000000,TX,0x06
14.806790720000000,TX,0x01
14.806894939999999,TX,0x03
14.806999160000000,TX,0xAE
14.807103379999999,TX,0x71
14.807207600000000,TX,0xAE
14.807311810000000,TX,0x57
14.807416030000001,TX,0xB4
14.807520250000000,TX,0x14
14.807798350000001,RX,0x20
14.807893690000000,RX,0x17
14.807989020000001,RX,0x03
14.808084360000001,RX,0x07
14.808179689999999,RX,0x00
14.808275020000000,RX,0x15
14.808370360000000,RX,0x02
14.808465690000000,RX,0x01
14.808561020000001,RX,0x06
14.808665019999999,RX,0x11
14.808760360000001,RX,0x07
14.808855690000000,RX,0xE4
14.808951029999999,RX,0xBA
14.809046360000000,RX,0x94
14.809141690000001,RX,0xC3
14.809237030000000,RX,0xC9
14.809341030000001,RX,0xB7
14.809436359999999,RX,0xCD
14.809531690000000,RX,0xB0
14.809627030000000,RX,0x9B
14.809722360000000,RX,0x48
14.809817700000000,RX,0x7A
14.809913030000001,RX,0x43
14.810008359999999,RX,0x8A
14.810103700000001,RX,0xE5
14.810199030000000,RX,0x5A
14.810294369999999,RX,0x19
14.810507990000000,TX,0x20
14.810612210000000,TX,0x02
14.810699050000000,TX,0x03
14.810803269999999,TX,0x07
14.810907490000000,TX,0x00
14.811011710000001,TX,0x00
14.812391710000000,RX,0x20
14.812487040000001,RX,0x21
14.812582380000000,RX,0x03
14.812677710000001,RX,0x07
14.812773040000000,RX,0x01
14.812868379999999,RX,0x1F
14.812963710000000,RX,0x1E
14.813059040000001,RX,0xFF
14.813154380000000,RX,0x35
14.813249709999999,RX,0x37
14.813345050000001,RX,0xE4
14.813440379999999,RX,0x01
14.813535710000000,RX,0x14
14.813631050000000,RX,0xB4
14.813726380000000,RX,0x57
14.813821709999999,RX,0xAE
14.813917050000001,RX,0x71
14.814012379999999,RX,0xAE
14.814107720000001,RX,0x10
14.814203050000000,RX,0x20
14.814298380000000,RX,0x20
14.814393720000000,RX,0x20
14.814489050000001,RX,0x20
14.814584379999999,RX,0x20
14.814679720000001,RX,0x53
14.814775050000000,RX,0x49
14.814870389999999,RX,0x4C
14.814965720000000,RX,0x49
14.815061050000001,RX,0x43
14.815156390000000,RX,0x4F
14.815251719999999,RX,0x4E
14.815347050000000,RX,0x20
14.815442389999999,RX,0x4C
14.815537720000000,RX,0x41
14.815633060000000,RX,0x42
14.815728390000000,RX,0x20
14.815832390000001,RX,0x20
14.816046979999999,TX,0x20
14.816151200000000,TX,0x02
14.816255419999999,TX,0x03
14.816359640000000,TX,0x07
14.816463850000000,TX,0x00
14.816568070000001,TX,0x00
14.816751060000000,RX,0x20
14.816855060000000,RX,0x05
14.816950400000000,RX,0x03
14.817045730000000,RX,0x04
14.817141060000001,RX,0x00
14.817236400000001,RX,0x08
14.817331729999999,RX,0x00
14.817427060000000,RX,0x08
14.817531060000000,RX,0x07
14.817722280000000,TX,0x20
14.817826500000001,TX,0x02
14.817930720000000,TX,0x03
14.818034940000000,TX,0x04
14.818139150000000,TX,0x00
14.818243369999999,TX,0x00
14.818423740000000,RX,0x20
14.818519070000001,RX,0x02
14.818614400000000,RX,0x03
14.818709739999999,RX,0x01
14.818805070000000,RX,0x04
14.818900400000000,RX,0x02
14.819083520000000,TX,0x20
14.819187740000000,TX,0x02
14.819291959999999,TX,0x03
14.819396169999999,TX,0x01
14.819500390000000,TX,0x00
14.819604610000001,TX,0x00
76.496311530000000,RX,0x20
76.496406870000001,RX,0x17
76.496502199999995,RX,0x03
76.496597530000003,RX,0x07
76.496692870000004,RX,0x00
76.496788199999997,RX,0x15
76.496883530000005,RX,0x02
76.496978870000007,RX,0x01
76.497074200000000,RX,0x06
76.497169540000002,RX,0x11
76.497264869999995,RX,0x07
76.497360200000003,RX,0xE4
76.497455540000004,RX,0xBA
76.497550869999998,RX,0x94
76.497646200000005,RX,0xC3
76.497741540000007,RX,0xC9
76.497836870000000,RX,0xB7
76.497932210000002,RX,0xCD
76.498027539999995,RX,0xB0
76.498122870000003,RX,0x9B
76.498218210000005,RX,0x48
76.498313539999998,RX,0x7A
76.498408870000006,RX,0x43
76.498504209999993,RX,0x8A
76.498599540000001,RX,0xE5
76.498694880000002,RX,0x5A
76.498798879999995,RX,0x19
76.499012530000002,TX,0x20
76.499116749999999,TX,0x02
76.499220969999996,TX,0x03
76.499325189999993,TX,0x07
76.499429410000005,TX,0x00
76.499533619999994,TX,0x00
76.500930890000006,RX,0x20
76.501026220000000,RX,0x21
76.501121549999993,RX,0x03
76.501216889999995,RX,0x07
76.501312220000003,RX,0x01
76.501407549999996,RX,0x1F
76.501502889999998,RX,0x1E
76.501598220000005,RX,0xFF
76.501693560000007,RX,0x31
76.501788890000000,RX,0x37
76.501884219999994,RX,0xE4
76.501979559999995,RX,0x01
76.502074890000003,RX,0x14
76.502170219999996,RX,0xB4
76.502265559999998,RX,0x57
76.502360890000006,RX,0xAE
76.502456230000007,RX,0x71
76.502551560000001,RX,0xAE
76.502646889999994,RX,0x10
76.502742229999996,RX,0x20
76.502837560000003,RX,0x20
76.502932889999997,RX,0x20
76.503028229999998,RX,0x20
76.503123560000006,RX,0x20
76.503218899999993,RX,0x53
76.503314230000001,RX,0x49
76.503409559999994,RX,0x4C
76.503504899999996,RX,0x49
76.503600230000004,RX,0x43
76.503695559999997,RX,0x4F
76.503790899999998,RX,0x4E
76.503886230000006,RX,0x20
76.503981569999993,RX,0x4C
76.504076900000001,RX,0x41
76.504172229999995,RX,0x42
76.504267569999996,RX,0x20
76.504362900000004,RX,0x20
76.504577600000005,TX,0x20
76.504681809999994,TX,0x02
76.504786030000005,TX,0x03
76.504890250000003,TX,0x07
76.504994470000000,TX,0x00
76.505098680000003,TX,0x00
76.505290239999994,RX,0x20
76.505385570000001,RX,0x05
76.505480910000003,RX,0x03
76.505576239999996,RX,0x04
76.505671570000004,RX,0x00
76.505766910000006,RX,0x08
76.505862239999999,RX,0x00
76.505966240000006,RX,0x08
76.506061579999994,RX,0x07
76.506252869999997,TX,0x20
76.506357089999995,TX,0x02
76.506461299999998,TX,0x03
76.506565519999995,TX,0x04
76.506669740000007,TX,0x00
76.506773960000004,TX,0x00
76.506954250000007,RX,0x20
76.507049580000000,RX,0x02
76.507144909999994,RX,0x03
76.507240249999995,RX,0x01
76.507335580000003,RX,0x04
76.507430909999997,RX,0x02
76.507614000000004,TX,0x20
76.507718220000001,TX,0x02
76.507822439999998,TX,0x03
76.507926659999995,TX,0x01
76.508030880000007,TX,0x00
76.508135089999996,TX,0x00
